store,dept,date,weekly_sales,part,weekly_sales_lb,weekly_sales_ub,fcast_date
1,1,2011-09-30 00:00:00,18337.679999999997,actuals,,,
1,1,2011-10-07 00:00:00,20797.579999999984,actuals,,,
1,1,2011-10-14 00:00:00,23077.550000000003,actuals,,,
1,1,2011-10-21 00:00:00,23351.800000000007,actuals,,,
1,1,2011-10-28 00:00:00,31579.90000000001,actuals,,,
1,1,2011-11-04 00:00:00,39886.059999999976,actuals,,,
1,1,2011-11-11 00:00:00,18689.539999999994,actuals,,,
1,1,2011-11-18 00:00:00,19050.660000000003,actuals,,,
1,1,2011-11-25 00:00:00,20911.24999999999,actuals,,,
1,1,2011-12-02 00:00:00,25293.48999999998,actuals,,,
1,1,2011-12-09 00:00:00,33305.92,actuals,,,
1,1,2011-12-16 00:00:00,45773.029999999984,actuals,,,
1,1,2011-12-23 00:00:00,46788.750000000044,actuals,,,
1,1,2011-12-30 00:00:00,23350.880000000005,actuals,,,
1,1,2012-01-06 00:00:00,16567.690000000013,actuals,,,
1,1,2012-01-13 00:00:00,16894.399999999987,actuals,,,
1,1,2012-01-20 00:00:00,18365.100000000006,actuals,,,
1,1,2012-01-27 00:00:00,18378.160000000003,actuals,,,
1,1,2012-02-03 00:00:00,23510.49000000002,actuals,,,
1,1,2012-02-10 00:00:00,36988.48999999998,actuals,,,
1,1,2012-02-17 00:00:00,54060.099999999984,actuals,,,
1,1,2012-02-24 00:00:00,20124.219999999994,actuals,,,
1,1,2012-03-02 00:00:00,20113.030000000013,actuals,,,
1,1,2012-03-09 00:00:00,21140.070000000007,actuals,,,
1,1,2012-03-16 00:00:00,22366.880000000012,actuals,,,
1,1,2012-03-23 00:00:00,22107.69999999999,actuals,,,
1,1,2012-03-30 00:00:00,28952.86000000001,actuals,,,
1,1,2012-04-06 00:00:00,57592.119999999966,actuals,,,
1,1,2012-04-13 00:00:00,34684.21000000002,actuals,,,
1,1,2012-04-20 00:00:00,16976.19000000001,actuals,,,
1,1,2012-04-27 00:00:00,16347.600000000013,actuals,,,
1,1,2012-05-04 00:00:00,17147.439999999984,actuals,,,
1,1,2012-05-11 00:00:00,18164.199999999986,actuals,,,
1,1,2012-05-18 00:00:00,18517.790000000008,actuals,,,
1,1,2012-05-25 00:00:00,16963.54999999999,actuals,,,
1,1,2012-06-01 00:00:00,16065.490000000007,actuals,,,
1,1,2012-06-08 00:00:00,17665.999999999985,actuals,,,
1,1,2012-06-15 00:00:00,17558.819999999996,actuals,,,
1,1,2012-06-22 00:00:00,16633.410000000007,actuals,,,
1,1,2012-06-29 00:00:00,15722.82,actuals,,,
1,1,2012-07-06 00:00:00,17823.370000000006,actuals,,,
1,1,2012-07-13 00:00:00,16566.179999999997,actuals,,,
1,1,2012-07-20 00:00:00,16348.059999999987,actuals,,,
1,1,2012-07-27 00:00:00,15731.18000000001,actuals,,,
1,1,2012-08-03 00:00:00,16628.31,actuals,,,
1,1,2012-08-10 00:00:00,16119.919999999987,actuals,,,
1,1,2012-08-17 00:00:00,17330.699999999997,actuals,,,
1,1,2012-08-24 00:00:00,16286.400000000005,actuals,,,
1,1,2012-08-31 00:00:00,16680.24000000001,actuals,,,
1,1,2012-09-07 00:00:00,18322.370000000003,actuals,,,
1,1,2012-09-14 00:00:00,19616.220000000005,actuals,,,
1,1,2012-09-21 00:00:00,19251.500000000007,actuals,,,
1,1,2012-09-28 00:00:00,18947.81,actuals,,,
1,1,2012-10-05 00:00:00,21904.469999999983,actuals,,,
1,1,2012-10-12 00:00:00,22764.009999999987,actuals,,,
1,1,2012-10-19 00:00:00,24185.270000000015,actuals,,,
1,1,2012-10-26 00:00:00,27390.810000000016,actuals,,,
1,1,2012-11-02,33668.0,forecast,24288.0,48096.0,2021-04-01
1,1,2012-11-09,27599.0,forecast,19492.0,38273.0,2021-04-01
1,1,2012-11-16,21112.0,forecast,15236.0,29613.0,2021-04-01
1,1,2012-11-23,19165.0,forecast,13488.0,26532.0,2021-04-01
1,1,2012-11-30,23132.0,forecast,16647.0,32241.0,2021-04-01
1,1,2012-12-07,32853.0,forecast,23243.0,46520.0,2021-04-01
1,1,2012-12-14,42413.0,forecast,29383.0,58540.0,2021-04-01
1,1,2012-12-21,41356.0,forecast,29318.0,57247.0,2021-04-01
1,1,2012-12-28,30917.0,forecast,22386.0,42936.0,2021-04-01
1,1,2013-01-04,21119.0,forecast,14817.0,29700.0,2021-04-01
1,1,2013-01-11,16125.0,forecast,11294.0,22580.0,2021-04-01
1,1,2013-01-18,15518.0,forecast,11239.0,22492.0,2021-04-01
1,1,2013-01-25,18906.0,forecast,13411.0,26421.0,2021-04-01
1,2,2010-02-05 00:00:00,50605.270000000026,actuals,,,
1,2,2010-02-12 00:00:00,44682.740000000005,actuals,,,
1,2,2010-02-19 00:00:00,47928.889999999985,actuals,,,
1,2,2010-02-26 00:00:00,44292.869999999995,actuals,,,
1,2,2010-03-05 00:00:00,48397.98,actuals,,,
1,2,2010-03-12 00:00:00,43751.94000000001,actuals,,,
1,2,2010-03-19 00:00:00,43615.48999999998,actuals,,,
1,2,2010-03-26 00:00:00,41892.54999999998,actuals,,,
1,2,2010-04-02 00:00:00,47450.50000000004,actuals,,,
1,2,2010-04-09 00:00:00,46549.730000000025,actuals,,,
1,2,2010-04-16 00:00:00,45025.020000000004,actuals,,,
1,2,2010-04-23 00:00:00,44418.10999999999,actuals,,,
1,2,2010-04-30 00:00:00,45971.29999999998,actuals,,,
1,2,2010-05-07 00:00:00,47903.009999999995,actuals,,,
1,2,2010-05-14 00:00:00,43675.61000000002,actuals,,,
1,2,2010-05-21 00:00:00,44319.150000000016,actuals,,,
1,2,2010-05-28 00:00:00,44619.52000000001,actuals,,,
1,2,2010-06-04 00:00:00,48754.47000000003,actuals,,,
1,2,2010-06-11 00:00:00,47089.53999999999,actuals,,,
1,2,2010-06-18 00:00:00,44428.710000000014,actuals,,,
1,2,2010-06-25 00:00:00,45299.919999999984,actuals,,,
1,2,2010-07-02 00:00:00,47077.719999999994,actuals,,,
1,2,2010-07-09 00:00:00,46752.12,actuals,,,
1,2,2010-07-16 00:00:00,44339.19999999998,actuals,,,
1,2,2010-07-23 00:00:00,44763.32999999997,actuals,,,
1,2,2010-07-30 00:00:00,45833.77,actuals,,,
1,2,2010-08-06 00:00:00,50031.73000000001,actuals,,,
1,2,2010-08-13 00:00:00,45475.689999999995,actuals,,,
1,2,2010-08-20 00:00:00,49754.17,actuals,,,
1,2,2010-08-27 00:00:00,49623.53000000004,actuals,,,
1,2,2010-09-03 00:00:00,49015.04999999999,actuals,,,
1,2,2010-09-10 00:00:00,45182.500000000015,actuals,,,
1,2,2010-09-17 00:00:00,44681.64000000002,actuals,,,
1,2,2010-09-24 00:00:00,42477.48999999997,actuals,,,
1,2,2010-10-01 00:00:00,45829.02000000001,actuals,,,
1,2,2010-10-08 00:00:00,46387.54000000003,actuals,,,
1,2,2010-10-15 00:00:00,43110.79,actuals,,,
1,2,2010-10-22 00:00:00,42371.48000000001,actuals,,,
1,2,2010-10-29 00:00:00,44081.33000000001,actuals,,,
1,2,2010-11-05 00:00:00,46381.429999999964,actuals,,,
1,2,2010-11-12 00:00:00,43194.48999999996,actuals,,,
1,2,2010-11-19 00:00:00,41443.24999999997,actuals,,,
1,2,2010-11-26 00:00:00,45681.979999999974,actuals,,,
1,2,2010-12-03 00:00:00,44405.01999999996,actuals,,,
1,2,2010-12-10 00:00:00,46955.819999999985,actuals,,,
1,2,2010-12-17 00:00:00,49303.27999999998,actuals,,,
1,2,2010-12-24 00:00:00,59889.319999999985,actuals,,,
1,2,2010-12-31 00:00:00,35819.83000000001,actuals,,,
1,2,2011-01-07 00:00:00,43202.28999999999,actuals,,,
1,2,2011-01-14 00:00:00,39857.39999999997,actuals,,,
1,2,2011-01-21 00:00:00,41596.990000000005,actuals,,,
1,2,2011-01-28 00:00:00,41651.00999999998,actuals,,,
1,2,2011-02-04 00:00:00,46829.11999999997,actuals,,,
1,2,2011-02-11 00:00:00,47595.34999999996,actuals,,,
1,2,2011-02-18 00:00:00,49202.05999999998,actuals,,,
1,2,2011-02-25 00:00:00,51118.42662063707,actuals,,,
1,2,2011-03-04 00:00:00,53035.539999999964,actuals,,,
1,2,2011-03-11 00:00:00,48465.71999999997,actuals,,,
1,2,2011-03-18 00:00:00,45222.30000000002,actuals,,,
1,2,2011-03-25 00:00:00,44293.54,actuals,,,
1,2,2011-04-01 00:00:00,46991.57999999999,actuals,,,
1,2,2011-04-08 00:00:00,48501.79,actuals,,,
1,2,2011-04-15 00:00:00,44464.74000000003,actuals,,,
1,2,2011-04-22 00:00:00,46544.55999999999,actuals,,,
1,2,2011-04-29 00:00:00,43682.40999999997,actuals,,,
1,2,2011-05-06 00:00:00,50139.91999999996,actuals,,,
1,2,2011-05-13 00:00:00,44274.14999999999,actuals,,,
1,2,2011-05-20 00:00:00,44302.10999999997,actuals,,,
1,2,2011-05-27 00:00:00,45072.10999999998,actuals,,,
1,2,2011-06-03 00:00:00,47844.27000000003,actuals,,,
1,2,2011-06-10 00:00:00,46363.93000000004,actuals,,,
1,2,2011-06-17 00:00:00,42939.63000000001,actuals,,,
1,2,2011-06-24 00:00:00,42415.81000000001,actuals,,,
1,2,2011-07-01 00:00:00,45247.74000000003,actuals,,,
1,2,2011-07-08 00:00:00,44623.23000000001,actuals,,,
1,2,2011-07-15 00:00:00,43260.95999999996,actuals,,,
1,2,2011-07-22 00:00:00,45113.560000000005,actuals,,,
1,2,2011-07-29 00:00:00,43191.01999999998,actuals,,,
1,2,2011-08-05 00:00:00,49359.74999999999,actuals,,,
1,2,2011-08-12 00:00:00,45341.91999999999,actuals,,,
1,2,2011-08-19 00:00:00,46391.11999999998,actuals,,,
1,2,2011-08-26 00:00:00,47659.93000000001,actuals,,,
1,2,2011-09-02 00:00:00,49419.75000000004,actuals,,,
1,2,2011-09-09 00:00:00,43315.850000000006,actuals,,,
1,2,2011-09-16 00:00:00,42963.95999999997,actuals,,,
1,2,2011-09-23 00:00:00,43390.94,actuals,,,
1,2,2011-09-30 00:00:00,46045.08999999999,actuals,,,
1,2,2011-10-07 00:00:00,49880.68999999997,actuals,,,
1,2,2011-10-14 00:00:00,43306.37999999998,actuals,,,
1,2,2011-10-21 00:00:00,42487.67000000003,actuals,,,
1,2,2011-10-28 00:00:00,41682.40000000001,actuals,,,
1,2,2011-11-04 00:00:00,47313.61999999998,actuals,,,
1,2,2011-11-11 00:00:00,44936.46999999997,actuals,,,
1,2,2011-11-18 00:00:00,43997.779999999984,actuals,,,
1,2,2011-11-25 00:00:00,44259.590000000004,actuals,,,
1,2,2011-12-02 00:00:00,45928.14000000001,actuals,,,
1,2,2011-12-09 00:00:00,49357.42999999997,actuals,,,
1,2,2011-12-16 00:00:00,51137.42000000003,actuals,,,
1,2,2011-12-23 00:00:00,65615.36000000006,actuals,,,
1,2,2011-12-30 00:00:00,43539.93999999997,actuals,,,
1,2,2012-01-06 00:00:00,44481.379999999976,actuals,,,
1,2,2012-01-13 00:00:00,43353.09000000001,actuals,,,
1,2,2012-01-20 00:00:00,43753.42999999997,actuals,,,
1,2,2012-01-27 00:00:00,41556.22999999997,actuals,,,
1,2,2012-02-03 00:00:00,54322.239999999976,actuals,,,
1,2,2012-02-10 00:00:00,50581.06000000001,actuals,,,
1,2,2012-02-17 00:00:00,46085.46999999999,actuals,,,
1,2,2012-02-24 00:00:00,47080.12000000004,actuals,,,
1,2,2012-03-02 00:00:00,52608.510000000046,actuals,,,
1,2,2012-03-09 00:00:00,48563.69,actuals,,,
1,2,2012-03-16 00:00:00,47346.32000000003,actuals,,,
1,2,2012-03-23 00:00:00,44796.02999999997,actuals,,,
1,2,2012-03-30 00:00:00,46529.68000000001,actuals,,,
1,2,2012-04-06 00:00:00,51805.880000000005,actuals,,,
1,2,2012-04-13 00:00:00,43991.179999999964,actuals,,,
1,2,2012-04-20 00:00:00,45561.84999999997,actuals,,,
1,2,2012-04-27 00:00:00,45456.23000000001,actuals,,,
1,2,2012-05-04 00:00:00,50501.29999999998,actuals,,,
1,2,2012-05-11 00:00:00,46717.759999999995,actuals,,,
1,2,2012-05-18 00:00:00,44411.22999999999,actuals,,,
1,2,2012-05-25 00:00:00,45817.06999999996,actuals,,,
1,2,2012-06-01 00:00:00,47425.29,actuals,,,
1,2,2012-06-08 00:00:00,49439.579999999965,actuals,,,
1,2,2012-06-15 00:00:00,46637.479999999974,actuals,,,
1,2,2012-06-22 00:00:00,46075.00000000003,actuals,,,
1,2,2012-06-29 00:00:00,47629.13999999996,actuals,,,
1,2,2012-07-06 00:00:00,49771.92,actuals,,,
1,2,2012-07-13 00:00:00,44411.95000000001,actuals,,,
1,2,2012-07-20 00:00:00,45108.21999999999,actuals,,,
1,2,2012-07-27 00:00:00,45008.22000000001,actuals,,,
1,2,2012-08-03 00:00:00,49424.05999999997,actuals,,,
1,2,2012-08-10 00:00:00,46729.91000000004,actuals,,,
1,2,2012-08-17 00:00:00,46350.96999999998,actuals,,,
1,2,2012-08-24 00:00:00,44972.51999999997,actuals,,,
1,2,2012-08-31 00:00:00,50995.49999999999,actuals,,,
1,2,2012-09-07 00:00:00,47344.49999999999,actuals,,,
1,2,2012-09-14 00:00:00,44493.60999999997,actuals,,,
1,2,2012-09-21 00:00:00,43541.07000000002,actuals,,,
1,2,2012-09-28 00:00:00,45784.76000000003,actuals,,,
1,2,2012-10-05 00:00:00,48577.07999999997,actuals,,,
1,2,2012-10-12 00:00:00,42112.67,actuals,,,
1,2,2012-10-19 00:00:00,42354.72,actuals,,,
1,2,2012-10-26 00:00:00,43134.87999999999,actuals,,,
1,2,2012-11-02,44949.0,forecast,41110.0,49304.0,2021-04-01
1,2,2012-11-09,46243.0,forecast,41966.0,50728.0,2021-04-01
1,2,2012-11-16,45611.0,forecast,41119.0,50258.0,2021-04-01
1,2,2012-11-23,44167.0,forecast,40163.0,48490.0,2021-04-01
1,2,2012-11-30,44633.0,forecast,40697.0,49372.0,2021-04-01
1,2,2012-12-07,48283.0,forecast,43730.0,52979.0,2021-04-01
1,2,2012-12-14,53146.0,forecast,48311.0,58337.0,2021-04-01
1,2,2012-12-21,54722.0,forecast,49889.0,60057.0,2021-04-01
1,2,2012-12-28,50990.0,forecast,46564.0,55969.0,2021-04-01
1,2,2013-01-04,45330.0,forecast,41443.0,49790.0,2021-04-01
1,2,2013-01-11,41978.0,forecast,38330.0,46068.0,2021-04-01
1,2,2013-01-18,42266.0,forecast,38411.0,46853.0,2021-04-01
1,2,2013-01-25,44929.0,forecast,41098.0,49593.0,2021-04-01
1,3,2010-02-05 00:00:00,13740.119999999997,actuals,,,
1,3,2010-02-12 00:00:00,10887.839999999998,actuals,,,
1,3,2010-02-19 00:00:00,11523.47,actuals,,,
1,3,2010-02-26 00:00:00,11135.169999999995,actuals,,,
1,3,2010-03-05 00:00:00,12275.580000000004,actuals,,,
1,3,2010-03-12 00:00:00,10123.450000000003,actuals,,,
1,3,2010-03-19 00:00:00,9001.369999999999,actuals,,,
1,3,2010-03-26 00:00:00,10366.849999999993,actuals,,,
1,3,2010-04-02 00:00:00,11157.079999999996,actuals,,,
1,3,2010-04-09 00:00:00,10179.290000000005,actuals,,,
1,3,2010-04-16 00:00:00,9226.800000000003,actuals,,,
1,3,2010-04-23 00:00:00,8868.930000000002,actuals,,,
1,3,2010-04-30 00:00:00,9337.439999999999,actuals,,,
1,3,2010-05-07 00:00:00,9372.800000000001,actuals,,,
1,3,2010-05-14 00:00:00,7919.86,actuals,,,
1,3,2010-05-21 00:00:00,7813.910000000005,actuals,,,
1,3,2010-05-28 00:00:00,8412.69,actuals,,,
1,3,2010-06-04 00:00:00,8001.409999999997,actuals,,,
1,3,2010-06-11 00:00:00,8101.166438370907,actuals,,,
1,3,2010-06-18 00:00:00,8201.060000000003,actuals,,,
1,3,2010-06-25 00:00:00,6591.220000000002,actuals,,,
1,3,2010-07-02 00:00:00,7857.88,actuals,,,
1,3,2010-07-09 00:00:00,8112.670000000005,actuals,,,
1,3,2010-07-16 00:00:00,13751.299999999996,actuals,,,
1,3,2010-07-23 00:00:00,16930.619999999984,actuals,,,
1,3,2010-07-30 00:00:00,20915.95,actuals,,,
1,3,2010-08-06 00:00:00,26719.019999999982,actuals,,,
1,3,2010-08-13 00:00:00,30640.54,actuals,,,
1,3,2010-08-20 00:00:00,41101.930000000015,actuals,,,
1,3,2010-08-27 00:00:00,51159.17,actuals,,,
1,3,2010-09-03 00:00:00,19081.8,actuals,,,
1,3,2010-09-10 00:00:00,12134.690000000006,actuals,,,
1,3,2010-09-17 00:00:00,10722.460000000001,actuals,,,
1,3,2010-09-24 00:00:00,8097.919999999998,actuals,,,
1,3,2010-10-01 00:00:00,9775.170000000002,actuals,,,
1,3,2010-10-08 00:00:00,10081.799999999997,actuals,,,
1,3,2010-10-15 00:00:00,9735.730000000005,actuals,,,
1,3,2010-10-22 00:00:00,8614.41,actuals,,,
1,3,2010-10-29 00:00:00,9283.090000000007,actuals,,,
1,3,2010-11-05 00:00:00,9825.220000000007,actuals,,,
1,3,2010-11-12 00:00:00,9146.769999999995,actuals,,,
1,3,2010-11-19 00:00:00,9202.109999999995,actuals,,,
1,3,2010-11-26 00:00:00,10706.809999999996,actuals,,,
1,3,2010-12-03 00:00:00,10856.849999999993,actuals,,,
1,3,2010-12-10 00:00:00,11219.779999999992,actuals,,,
1,3,2010-12-17 00:00:00,11986.84,actuals,,,
1,3,2010-12-24 00:00:00,12080.359999999991,actuals,,,
1,3,2010-12-31 00:00:00,8266.140000000007,actuals,,,
1,3,2011-01-07 00:00:00,15808.150000000003,actuals,,,
1,3,2011-01-14 00:00:00,13275.869999999992,actuals,,,
1,3,2011-01-21 00:00:00,12532.940000000011,actuals,,,
1,3,2011-01-28 00:00:00,11983.33999999999,actuals,,,
1,3,2011-02-04 00:00:00,11012.52,actuals,,,
1,3,2011-02-11 00:00:00,11428.250000000002,actuals,,,
1,3,2011-02-18 00:00:00,11724.980000000005,actuals,,,
1,3,2011-02-25 00:00:00,10473.779999999995,actuals,,,
1,3,2011-03-04 00:00:00,11039.119999999999,actuals,,,
1,3,2011-03-11 00:00:00,10689.969999999992,actuals,,,
1,3,2011-03-18 00:00:00,8148.689999999999,actuals,,,
1,3,2011-03-25 00:00:00,9049.019999999995,actuals,,,
1,3,2011-04-01 00:00:00,8734.189999999997,actuals,,,
1,3,2011-04-08 00:00:00,10417.329999999996,actuals,,,
1,3,2011-04-15 00:00:00,8212.970000000003,actuals,,,
1,3,2011-04-22 00:00:00,8468.720000000001,actuals,,,
1,3,2011-04-29 00:00:00,8653.620000000006,actuals,,,
1,3,2011-05-06 00:00:00,10420.92,actuals,,,
1,3,2011-05-13 00:00:00,8732.459999999994,actuals,,,
1,3,2011-05-20 00:00:00,7939.010000000003,actuals,,,
1,3,2011-05-27 00:00:00,8120.700000000003,actuals,,,
1,3,2011-06-03 00:00:00,8853.890000000003,actuals,,,
1,3,2011-06-10 00:00:00,7508.709999999994,actuals,,,
1,3,2011-06-17 00:00:00,7658.749999999999,actuals,,,
1,3,2011-06-24 00:00:00,6165.729999999999,actuals,,,
1,3,2011-07-01 00:00:00,8070.64,actuals,,,
1,3,2011-07-08 00:00:00,7366.5000000000055,actuals,,,
1,3,2011-07-15 00:00:00,11578.109999999999,actuals,,,
1,3,2011-07-22 00:00:00,16069.500000000004,actuals,,,
1,3,2011-07-29 00:00:00,21331.50999999999,actuals,,,
1,3,2011-08-05 00:00:00,31248.98,actuals,,,
1,3,2011-08-12 00:00:00,32148.92999999997,actuals,,,
1,3,2011-08-19 00:00:00,41603.11000000004,actuals,,,
1,3,2011-08-26 00:00:00,49775.52000000003,actuals,,,
1,3,2011-09-02 00:00:00,19604.46999999999,actuals,,,
1,3,2011-09-09 00:00:00,12778.279999999995,actuals,,,
1,3,2011-09-16 00:00:00,10412.880000000003,actuals,,,
1,3,2011-09-23 00:00:00,9755.560000000003,actuals,,,
1,3,2011-09-30 00:00:00,10434.829999999998,actuals,,,
1,3,2011-10-07 00:00:00,9977.96,actuals,,,
1,3,2011-10-14 00:00:00,9870.22,actuals,,,
1,3,2011-10-21 00:00:00,10136.779999999995,actuals,,,
1,3,2011-10-28 00:00:00,9421.200000000006,actuals,,,
1,3,2011-11-04 00:00:00,9189.200000000008,actuals,,,
1,3,2011-11-11 00:00:00,9959.640000000007,actuals,,,
1,3,2011-11-18 00:00:00,10104.359999999999,actuals,,,
1,3,2011-11-25 00:00:00,9317.560000000001,actuals,,,
1,3,2011-12-02 00:00:00,10146.539999999994,actuals,,,
1,3,2011-12-09 00:00:00,12955.550000000008,actuals,,,
1,3,2011-12-16 00:00:00,13180.04999999999,actuals,,,
1,3,2011-12-23 00:00:00,13667.880000000005,actuals,,,
1,3,2011-12-30 00:00:00,8848.439999999999,actuals,,,
1,3,2012-01-06 00:00:00,13926.040000000012,actuals,,,
1,3,2012-01-13 00:00:00,13822.490000000013,actuals,,,
1,3,2012-01-20 00:00:00,11702.079999999993,actuals,,,
1,3,2012-01-27 00:00:00,10613.17000000001,actuals,,,
1,3,2012-02-03 00:00:00,12485.780000000012,actuals,,,
1,3,2012-02-10 00:00:00,12388.85000000001,actuals,,,
1,3,2012-02-17 00:00:00,10237.780000000002,actuals,,,
1,3,2012-02-24 00:00:00,10502.400000000007,actuals,,,
1,3,2012-03-02 00:00:00,11387.309999999998,actuals,,,
1,3,2012-03-09 00:00:00,11925.710000000008,actuals,,,
1,3,2012-03-16 00:00:00,8845.730000000001,actuals,,,
1,3,2012-03-23 00:00:00,7910.219999999994,actuals,,,
1,3,2012-03-30 00:00:00,9129.229999999996,actuals,,,
1,3,2012-04-06 00:00:00,9335.240000000002,actuals,,,
1,3,2012-04-13 00:00:00,7927.730000000002,actuals,,,
1,3,2012-04-20 00:00:00,8647.359999999997,actuals,,,
1,3,2012-04-27 00:00:00,8635.620000000008,actuals,,,
1,3,2012-05-04 00:00:00,10655.350000000006,actuals,,,
1,3,2012-05-11 00:00:00,10342.719999999996,actuals,,,
1,3,2012-05-18 00:00:00,8609.819999999994,actuals,,,
1,3,2012-05-25 00:00:00,8345.330000000002,actuals,,,
1,3,2012-06-01 00:00:00,7175.7699999999995,actuals,,,
